"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","424","beneficiary Delete","Unity API Automation","Thu May 29 21:59:28 IST 2025","passed","Thu May 29 21:59:28 IST 2025","INTRA Beneficiary","Retail","",""
"","1038","beneficiary Delete","Unity API Automation","Thu May 29 21:59:30 IST 2025","passed","Thu May 29 21:59:31 IST 2025","Inter Beneficiary","Retail","",""
"","6274","IMPS","Unity API Automation","Thu May 29 21:59:11 IST 2025","passed","Thu May 29 21:59:17 IST 2025","Fund Transfer","Retail","",""
"","318","Delete Validate","Unity API Automation","Thu May 29 22:00:53 IST 2025","passed","Thu May 29 22:00:53 IST 2025","Inter Beneficiary","Business","",""
"","4626","PDF Last 90 Days","Unity API Automation","Thu May 29 22:01:28 IST 2025","passed","Thu May 29 22:01:33 IST 2025","PDF Detail Statement","Business","",""
"","375","User Login","Unity API Automation","Thu May 29 22:00:27 IST 2025","passed","Thu May 29 22:00:28 IST 2025","Login","Business","",""
"","7635","PDF This Month","Unity API Automation","Thu May 29 21:59:37 IST 2025","passed","Thu May 29 21:59:45 IST 2025","PDF Detail Statement","Retail","",""
"","284","Beneficiary Add","Unity API Automation","Thu May 29 22:00:52 IST 2025","passed","Thu May 29 22:00:52 IST 2025","Inter Beneficiary","Business","",""
"","518","beneficiary Delete","Unity API Automation","Thu May 29 22:00:51 IST 2025","passed","Thu May 29 22:00:51 IST 2025","INTRA Beneficiary","Business","",""
"","816","PDF Mini Statement","Unity API Automation","Thu May 29 22:00:55 IST 2025","passed","Thu May 29 22:00:56 IST 2025","Mini Statement","Business","",""
"","4800","NEFT","Unity API Automation","Thu May 29 21:59:06 IST 2025","passed","Thu May 29 21:59:11 IST 2025","Fund Transfer","Retail","",""
"","2825","Excel Detailed Statement","Unity API Automation","Thu May 29 21:59:31 IST 2025","passed","Thu May 29 21:59:34 IST 2025","Excel Detailed Statement","Retail","",""
"","7169","INTRA","Unity API Automation","Thu May 29 22:00:42 IST 2025","passed","Thu May 29 22:00:49 IST 2025","Fund Transfer","Business","",""
"","985","Account","Unity API Automation","Thu May 29 22:00:28 IST 2025","passed","Thu May 29 22:00:29 IST 2025","Login","Business","",""
"","274","Beneficiary Search","Unity API Automation","Thu May 29 21:59:29 IST 2025","passed","Thu May 29 21:59:29 IST 2025","Inter Beneficiary","Retail","",""
"","838","INTRA Beneficiary Add Validate","Unity API Automation","Thu May 29 21:59:26 IST 2025","passed","Thu May 29 21:59:27 IST 2025","INTRA Beneficiary","Retail","",""
"","379","INTER Beneficiary Add Validate","Unity API Automation","Thu May 29 22:00:51 IST 2025","passed","Thu May 29 22:00:52 IST 2025","Inter Beneficiary","Business","",""
"","279","Delete Validate","Unity API Automation","Thu May 29 22:00:51 IST 2025","passed","Thu May 29 22:00:51 IST 2025","INTRA Beneficiary","Business","",""
"","415","Beneficiary Search","Unity API Automation","Thu May 29 22:00:52 IST 2025","passed","Thu May 29 22:00:53 IST 2025","Inter Beneficiary","Business","",""
"","890","beneficiary Delete","Unity API Automation","Thu May 29 22:00:53 IST 2025","passed","Thu May 29 22:00:54 IST 2025","Inter Beneficiary","Business","",""
"","260","Search Beneficiary","Unity API Automation","Thu May 29 21:59:05 IST 2025","passed","Thu May 29 21:59:06 IST 2025","Login","Retail","",""
"","3857","PDF Last Month","Unity API Automation","Thu May 29 21:59:45 IST 2025","passed","Thu May 29 21:59:48 IST 2025","PDF Detail Statement","Retail","",""
"","483","Account","Unity API Automation","Thu May 29 21:59:06 IST 2025","passed","Thu May 29 21:59:06 IST 2025","Login","Retail","",""
"","892","PDF Last FY","Unity API Automation","Thu May 29 22:00:00 IST 2025","passed","Thu May 29 22:00:01 IST 2025","PDF Detail Statement","Retail","",""
"","250","Beneficiary add","Unity API Automation","Thu May 29 21:59:27 IST 2025","passed","Thu May 29 21:59:27 IST 2025","INTRA Beneficiary","Retail","",""
"","677","PDF Custom Range","Unity API Automation","Thu May 29 22:01:33 IST 2025","passed","Thu May 29 22:01:33 IST 2025","PDF Detail Statement","Business","",""
"","703","Beneficiary add","Unity API Automation","Thu May 29 22:00:50 IST 2025","passed","Thu May 29 22:00:51 IST 2025","INTRA Beneficiary","Business","",""
"","2022","PDF Mini Statement","Unity API Automation","Thu May 29 21:59:34 IST 2025","passed","Thu May 29 21:59:36 IST 2025","Mini Statement","Retail","",""
"","8741","INTRA","Unity API Automation","Thu May 29 21:59:17 IST 2025","passed","Thu May 29 21:59:26 IST 2025","Fund Transfer","Retail","",""
"","1287","Excel Mini Statement","Unity API Automation","Thu May 29 21:59:36 IST 2025","passed","Thu May 29 21:59:37 IST 2025","Mini Statement","Retail","",""
"","400","PDF Last Month","Unity API Automation","Thu May 29 22:01:26 IST 2025","failed","Thu May 29 22:01:27 IST 2025","PDF Detail Statement","Business","",""
"","1243","PDF Current FE","Unity API Automation","Thu May 29 22:01:27 IST 2025","passed","Thu May 29 22:01:28 IST 2025","PDF Detail Statement","Business","",""
"","202","Delete Validate","Unity API Automation","Thu May 29 21:59:27 IST 2025","passed","Thu May 29 21:59:28 IST 2025","INTRA Beneficiary","Retail","",""
"","6692","NEFT","Unity API Automation","Thu May 29 22:00:29 IST 2025","passed","Thu May 29 22:00:36 IST 2025","Fund Transfer","Business","",""
