"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 28 05:58:16 UTC 2025","Wed May 28 05:58:17 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"failed","Wed May 28 05:58:12 UTC 2025","Wed May 28 05:58:12 UTC 2025","438","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"failed","Wed May 28 05:58:11 UTC 2025","Wed May 28 05:58:12 UTC 2025","440","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"failed","Wed May 28 05:58:11 UTC 2025","Wed May 28 05:58:11 UTC 2025","230","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"passed","Wed May 28 05:58:12 UTC 2025","Wed May 28 05:58:13 UTC 2025","225","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"failed","Wed May 28 05:58:16 UTC 2025","Wed May 28 05:58:16 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"passed","Wed May 28 05:58:14 UTC 2025","Wed May 28 05:58:15 UTC 2025","227","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 05:58:17 UTC 2025","Wed May 28 05:58:17 UTC 2025","227","A - A - A - Unity API Automation","","","","","Log Out",""
"failed","Wed May 28 05:58:15 UTC 2025","Wed May 28 05:58:15 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"passed","Wed May 28 05:58:14 UTC 2025","Wed May 28 05:58:14 UTC 2025","226","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"passed","Wed May 28 05:58:13 UTC 2025","Wed May 28 05:58:13 UTC 2025","227","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"passed","Wed May 28 05:58:13 UTC 2025","Wed May 28 05:58:13 UTC 2025","225","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"failed","Wed May 28 05:58:15 UTC 2025","Wed May 28 05:58:15 UTC 2025","229","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"failed","Wed May 28 05:58:17 UTC 2025","Wed May 28 05:58:17 UTC 2025","230","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"failed","Wed May 28 05:58:15 UTC 2025","Wed May 28 05:58:15 UTC 2025","227","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"failed","Wed May 28 05:58:12 UTC 2025","Wed May 28 05:58:12 UTC 2025","439","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"passed","Wed May 28 05:58:10 UTC 2025","Wed May 28 05:58:10 UTC 2025","240","A - A - A - Unity API Automation","Login","","","","User Login",""
"failed","Wed May 28 05:58:16 UTC 2025","Wed May 28 05:58:16 UTC 2025","231","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"failed","Wed May 28 05:58:11 UTC 2025","Wed May 28 05:58:11 UTC 2025","233","A - A - A - Unity API Automation","Login","","","","Account",""
"passed","Wed May 28 05:58:10 UTC 2025","Wed May 28 05:58:11 UTC 2025","226","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"passed","Wed May 28 05:58:14 UTC 2025","Wed May 28 05:58:14 UTC 2025","226","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 05:58:13 UTC 2025","Wed May 28 05:58:13 UTC 2025","227","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 05:58:15 UTC 2025","Wed May 28 05:58:15 UTC 2025","226","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"failed","Wed May 28 05:58:15 UTC 2025","Wed May 28 05:58:16 UTC 2025","228","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"passed","Wed May 28 05:58:14 UTC 2025","Wed May 28 05:58:14 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"failed","Wed May 28 05:58:13 UTC 2025","Wed May 28 05:58:14 UTC 2025","226","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 05:58:16 UTC 2025","Wed May 28 05:58:16 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
