"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 07:46:05 UTC 2025","Wed May 28 07:46:06 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"failed","Wed May 28 07:46:08 UTC 2025","Wed May 28 07:46:08 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"passed","Wed May 28 07:46:05 UTC 2025","Wed May 28 07:46:05 UTC 2025","236","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"failed","Wed May 28 07:46:03 UTC 2025","Wed May 28 07:46:03 UTC 2025","227","A - A - A - Unity API Automation","Login","","","","Account",""
"passed","Wed May 28 07:46:06 UTC 2025","Wed May 28 07:46:06 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 07:46:07 UTC 2025","Wed May 28 07:46:07 UTC 2025","229","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"passed","Wed May 28 07:46:06 UTC 2025","Wed May 28 07:46:06 UTC 2025","222","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 07:46:04 UTC 2025","Wed May 28 07:46:05 UTC 2025","224","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"passed","Wed May 28 07:46:06 UTC 2025","Wed May 28 07:46:06 UTC 2025","222","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"failed","Wed May 28 07:46:03 UTC 2025","Wed May 28 07:46:04 UTC 2025","435","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"failed","Wed May 28 07:46:08 UTC 2025","Wed May 28 07:46:08 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"failed","Wed May 28 07:46:09 UTC 2025","Wed May 28 07:46:09 UTC 2025","227","A - A - A - Unity API Automation","","","","","Log Out",""
"passed","Wed May 28 07:46:02 UTC 2025","Wed May 28 07:46:03 UTC 2025","224","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Wed May 28 07:46:07 UTC 2025","Wed May 28 07:46:07 UTC 2025","225","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"failed","Wed May 28 07:46:05 UTC 2025","Wed May 28 07:46:05 UTC 2025","225","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"passed","Wed May 28 07:46:05 UTC 2025","Wed May 28 07:46:05 UTC 2025","223","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 07:46:03 UTC 2025","Wed May 28 07:46:03 UTC 2025","228","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"failed","Wed May 28 07:46:07 UTC 2025","Wed May 28 07:46:07 UTC 2025","228","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"failed","Wed May 28 07:46:04 UTC 2025","Wed May 28 07:46:04 UTC 2025","438","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"failed","Wed May 28 07:46:07 UTC 2025","Wed May 28 07:46:08 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"failed","Wed May 28 07:46:08 UTC 2025","Wed May 28 07:46:09 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"failed","Wed May 28 07:46:08 UTC 2025","Wed May 28 07:46:08 UTC 2025","225","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Wed May 28 07:46:03 UTC 2025","Wed May 28 07:46:03 UTC 2025","435","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"failed","Wed May 28 07:46:06 UTC 2025","Wed May 28 07:46:07 UTC 2025","225","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 07:46:08 UTC 2025","Wed May 28 07:46:08 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"passed","Wed May 28 07:46:02 UTC 2025","Wed May 28 07:46:02 UTC 2025","225","A - A - A - Unity API Automation","Login","","","","User Login",""
"passed","Wed May 28 07:46:05 UTC 2025","Wed May 28 07:46:05 UTC 2025","224","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
