"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 28 06:26:53 UTC 2025","Wed May 28 06:26:53 UTC 2025","506","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"passed","Wed May 28 06:26:55 UTC 2025","Wed May 28 06:26:55 UTC 2025","259","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"failed","Wed May 28 06:26:51 UTC 2025","Wed May 28 06:26:52 UTC 2025","276","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"failed","Wed May 28 06:26:57 UTC 2025","Wed May 28 06:26:58 UTC 2025","261","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"failed","Wed May 28 06:26:52 UTC 2025","Wed May 28 06:26:52 UTC 2025","262","A - A - A - Unity API Automation","Login","","","","Account",""
"passed","Wed May 28 06:26:54 UTC 2025","Wed May 28 06:26:54 UTC 2025","260","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"passed","Wed May 28 06:26:55 UTC 2025","Wed May 28 06:26:55 UTC 2025","261","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"failed","Wed May 28 06:26:58 UTC 2025","Wed May 28 06:26:58 UTC 2025","261","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"failed","Wed May 28 06:26:58 UTC 2025","Wed May 28 06:26:59 UTC 2025","261","A - A - A - Unity API Automation","","","","","Log Out",""
"passed","Wed May 28 06:26:55 UTC 2025","Wed May 28 06:26:55 UTC 2025","261","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 06:26:53 UTC 2025","Wed May 28 06:26:54 UTC 2025","259","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"failed","Wed May 28 06:26:54 UTC 2025","Wed May 28 06:26:55 UTC 2025","260","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 06:26:56 UTC 2025","Wed May 28 06:26:57 UTC 2025","260","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"passed","Wed May 28 06:26:55 UTC 2025","Wed May 28 06:26:56 UTC 2025","258","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 06:26:57 UTC 2025","Wed May 28 06:26:57 UTC 2025","261","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"failed","Wed May 28 06:26:57 UTC 2025","Wed May 28 06:26:57 UTC 2025","261","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"passed","Wed May 28 06:26:51 UTC 2025","Wed May 28 06:26:51 UTC 2025","259","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Wed May 28 06:26:56 UTC 2025","Wed May 28 06:26:56 UTC 2025","262","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"failed","Wed May 28 06:26:58 UTC 2025","Wed May 28 06:26:58 UTC 2025","262","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"passed","Wed May 28 06:26:54 UTC 2025","Wed May 28 06:26:54 UTC 2025","259","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 06:26:54 UTC 2025","Wed May 28 06:26:54 UTC 2025","260","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 06:26:56 UTC 2025","Wed May 28 06:26:56 UTC 2025","259","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 06:26:58 UTC 2025","Wed May 28 06:26:58 UTC 2025","261","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Wed May 28 06:26:52 UTC 2025","Wed May 28 06:26:53 UTC 2025","509","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"passed","Wed May 28 06:26:51 UTC 2025","Wed May 28 06:26:51 UTC 2025","260","A - A - A - Unity API Automation","Login","","","","User Login",""
"failed","Wed May 28 06:26:52 UTC 2025","Wed May 28 06:26:52 UTC 2025","507","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"failed","Wed May 28 06:26:56 UTC 2025","Wed May 28 06:26:56 UTC 2025","260","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
