"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 07:23:16 UTC 2025","Wed May 28 07:23:16 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 07:23:15 UTC 2025","Wed May 28 07:23:15 UTC 2025","226","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"passed","Wed May 28 07:23:11 UTC 2025","Wed May 28 07:23:12 UTC 2025","241","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Wed May 28 07:23:17 UTC 2025","Wed May 28 07:23:17 UTC 2025","227","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"failed","Wed May 28 07:23:12 UTC 2025","Wed May 28 07:23:12 UTC 2025","247","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"failed","Wed May 28 07:23:13 UTC 2025","Wed May 28 07:23:13 UTC 2025","447","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"failed","Wed May 28 07:23:12 UTC 2025","Wed May 28 07:23:12 UTC 2025","244","A - A - A - Unity API Automation","Login","","","","Account",""
"failed","Wed May 28 07:23:13 UTC 2025","Wed May 28 07:23:13 UTC 2025","447","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"failed","Wed May 28 07:23:17 UTC 2025","Wed May 28 07:23:18 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"passed","Wed May 28 07:23:11 UTC 2025","Wed May 28 07:23:11 UTC 2025","792","A - A - A - Unity API Automation","Login","","","","User Login",""
"passed","Wed May 28 07:23:14 UTC 2025","Wed May 28 07:23:14 UTC 2025","226","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"failed","Wed May 28 07:23:13 UTC 2025","Wed May 28 07:23:14 UTC 2025","444","A - A - A - Unity API Automation","Fund Transfer","","","","RTGS",""
"failed","Wed May 28 07:23:12 UTC 2025","Wed May 28 07:23:13 UTC 2025","448","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"passed","Wed May 28 07:23:19 UTC 2025","Wed May 28 07:23:19 UTC 2025","216","A - A - A - Unity API Automation","RD","","","","FD Rate Lists",""
"passed","Wed May 28 07:23:18 UTC 2025","Wed May 28 07:23:19 UTC 2025","215","A - A - A - Unity API Automation","RD","","","","Fetch Deposits",""
"passed","Wed May 28 07:23:15 UTC 2025","Wed May 28 07:23:15 UTC 2025","225","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 07:23:16 UTC 2025","Wed May 28 07:23:16 UTC 2025","228","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"passed","Wed May 28 07:23:15 UTC 2025","Wed May 28 07:23:16 UTC 2025","223","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"failed","Wed May 28 07:23:18 UTC 2025","Wed May 28 07:23:18 UTC 2025","227","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Wed May 28 07:23:16 UTC 2025","Wed May 28 07:23:16 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 07:23:17 UTC 2025","Wed May 28 07:23:17 UTC 2025","230","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"passed","Wed May 28 07:23:16 UTC 2025","Wed May 28 07:23:16 UTC 2025","224","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 07:23:17 UTC 2025","Wed May 28 07:23:17 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"failed","Wed May 28 07:23:16 UTC 2025","Wed May 28 07:23:17 UTC 2025","225","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"passed","Wed May 28 07:23:14 UTC 2025","Wed May 28 07:23:15 UTC 2025","227","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 07:23:14 UTC 2025","Wed May 28 07:23:14 UTC 2025","233","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"failed","Wed May 28 07:23:19 UTC 2025","Wed May 28 07:23:19 UTC 2025","225","A - A - A - Unity API Automation","","","","","Log Out",""
"failed","Wed May 28 07:23:18 UTC 2025","Wed May 28 07:23:18 UTC 2025","241","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"failed","Wed May 28 07:23:18 UTC 2025","Wed May 28 07:23:18 UTC 2025","226","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"failed","Wed May 28 07:23:15 UTC 2025","Wed May 28 07:23:15 UTC 2025","227","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
